Текст фразы,Эмоция,Augmented
знать узнать компания возможность пройти обучение новый технология попробовать,Интерес,"[""I don't know what to do.""]"
ого большой бюджет проект,Интерес,"['Ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, o']"
очень хотеться узнать насколько это эффективно,Интерес,"['Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------']"
интересно быть решать проблема оптимизация достаточно сложный,Интерес,"[""It's okay.""]"
хотеть узнать планировать внедрять технология,Интерес,"[""I don't know what to do.""]"
слышать магазин появиться новый модель смартфон зайти посмотреть жизнь выглядеть,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
помнить говорить фильм выйти прокат сходить посмотреть получиться,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
мочь поверить быстро справиться ремонт,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
выходной собираться мастеркласс кулинария терпеться попробовать быть готовить чтоть необычный это отличный возможность научиться новый порадовать друг,Интерес,"[""It's okay.""]"
сделать заметка готовый поделиться весь подробность поверить новый узнать,Интерес,"[""I don't know what to do.""]"
наткнуться документальный фильм дикий природа очень впечатлить он показывать невероятный факт животное повадка думать природа удивительный,Интерес,"[""It's okay.""]"
слышать новый проект который запускать наш компания это чтоть уникальный очень рад участвовать постараться держать курс,Интерес,"[""I don't know what to do.""]"
знать наш район фестиваль еда это отличный возможность попробовать чтоть новый необычный запланировать посетить хотеть присоединиться,Интерес,"[""I don't know what to do with you, but I don't want you to do that.""]"
слышать новый приложение изучение язык говорить оно очень удобно увлекательно попробовать несколько урок готовый поделиться впечатление хотеть показать оно работать,Интерес,"[""It's okay.""]"
прочитать статья новый экологический технология это действительно важно наш будущее хотеть обсудить мочь поучаствовать думать,Интерес,"[""I don't know what to do.""]"
знать найти интересный статья новый технология,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
узнать новый метод изучение язык это действительно интересно,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
слышать новый книга который популярный,Интерес,['Hyp-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho-ho!']
заинтересовать тема устойчивый развитие давать обсудить это,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
слышать скоро начаться новый научный программа телевидение,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
знать мария начало заниматься фотография очень увлечь это хобби спросить какой план,Интерес,"[""I don't know what to do.""]"
недавно ирина рассказывать свой путешествие посетить столько удивительный место казаться это очень захватывающий попросить поделиться впечатление,Интерес,"[""It's okay.""]"
курс дмитрий начать изучать иностранный язык это замечательный идея саморазвитие узнать идти дело,Интерес,"['Kryptochka, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hhh hh hh hh h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x']"
ян начало рисовать изучать искусство это удивительно человек мочь увлекаться разный направление хотеть послушать мнение художник,Интерес,"[""I don't know what to do with you, but I don't know what to do.""]"
знать ольга начало вести блог здоровье делиться свой опыт знание это очень интересно особенно наш время подписаться блог,Интерес,"[""I don't know what to do.""]"
план проект готовый сам дело новый стандартно,Нейтрально,"[""I don't know what to do.""]"
просмотреть новость сегодня интересный обычно,Нейтрально,"[""I don't know what to do.""]"
пока новый просто стандартный отчёт обычный ход работа,Нейтрально,['OPoka nooka noova_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_BAR_formula_BAR_']
всё предел норма серьёзный отклонение продолжать дух,Нейтрально,"[""I don't know what to do.""]"
проект завершить планироваться серьёзный изменение,Нейтрально,"[""I don't know what to do.""]"
всё идти стабильно предполагаться особенный происходить,Нейтрально,"[""I don't know what to do.""]"
спасибо информация понять свидание,Нейтрально,"[""Clark, I don't know what to do, but I don't know what to do.""]"
мочь объяснить понять иметь вид,Нейтрально,['ELEVENTH SECRETARY-GENERAL']
почта прийти уведомление заявка подключение услуга принять обещать течение три рабочий день получить окончательный ответ,Нейтрально,"[""I don't know what to do, but I don't want you to do it.""]"
зайти врач ежегодный осмотр провести стандартный анализ никакой новый рекомендация дать сказать продолжать режим,Нейтрально,"[""I don't know what to do.""]"
сегодня совещание обсуждать план работа следующий месяц разобрать основной задача распределить ответственность,Нейтрально,"[""I don't know what to do.""]"
магазин уведомить заказать товар доставить конец неделя подтвердить получение договориться время,Нейтрально,['ONE PART OF THE RELATIONS WITH ISLAND PRACTICES']
прошлый неделя отправить документ банк сегодня получить письмо бумага порядок заявка передать проверка,Нейтрально,"[""I don't know what to do.""]"
позвонить офис сказать отчёт нужно отправить конец неделя особый комментарий просто попросить уточнить пара цифра,Нейтрально,"[""I don't know what to do.""]"
лаборатория сообщить результат анализ быть готовый пятница пока просто ждать никакой срочный показатель выявить,Нейтрально,"[""I don't know what to do.""]"
служба поддержка сообщить проверка система занять пара день попросить волноваться результат прислать уведомление,Нейтрально,"[""I don't know what to do with you, but I don't know what to do.""]"
банк предложить обсудить программа инвестиционный план решить прослушать пока принять никакой решение,Нейтрально,"[""It's okay.""]"
прийти отчёт последний квартал основной показатель уровень особый изменение руководство утвердить продолжение работа текущий режим,Нейтрально,"[""It's okay.""]"
сегодня провести больший часть день работа это достаточно продуктивный,Нейтрально,"[""I don't know what to do.""]"
вернуться пробежка чувствовать бодро,Нейтрально,"[""It's okay.""]"
сегодня запланировать встреча клиент надеяться пройти удачно,Нейтрально,"[""I don't know what to do.""]"
ждать звонок врач узнать результат анализ,Нейтрально,"['- Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------']"
закончить читать книга неплохой,Нейтрально,['Forensics']
сегодня вечером планировать сходить кино,Нейтрально,"['♪ Season 1, Episode 2, Episode 2. ♪']"
погода сегодня пасмурный холодный,Нейтрально,['More and more more more more more and more more more more']
готовить ужин ингредиент место,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
завтра ранний подъём дело,Нейтрально,"[""O'A-A-A-A-A-A-A-I-I-A-A-A-A-A-A-A-A-A-A-A-A-A-A-A-I-I-I-I-I-I-I-I-I-I-I-""]"
заказать билет поезд выезд завтра утром,Нейтрально,"[""I don't know what to do.""]"
провести вечер просмотр фильм который давно собираться посмотреть это неплохо мочь сказать остаться полный восторг,Нейтрально,"[""I don't know what to do.""]"
получить уведомление новый обновление приложение который использовать,Нейтрально,"[""I can't wait until you tell me you're not gonna tell me what you're not gonna say.""]"
выставка картина работа известный художник,Нейтрально,"[""I don't know what to do.""]"
отправить пожалуйста адрес смочь найти твой квартира,Нейтрально,"[""I don't know what to do.""]"
пожалуйста написать быть готовый отправка,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
просто хотеть уточнить собираться рыбалка,Нейтрально,"[""I don't know what to do.""]"
нужно немного время подумать твой предложение,Нейтрально,['ENUMINO ENEIRONOCOHEREDIONIONE']
завтра вечером быть свободный мочь встретиться хотеть,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
пятница большой отчёт поэтому скорее быть занятый,Нейтрально,"[""I don't know what to do.""]"
попробовать зайти магазин хлеб забыть,Нейтрально,['opoppactobobtaTg yautbyn yautaudyn hleev yububtg']
казаться мочь прийти вечеринка план,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
спасибо приглашение сожаление смочь приехать,Нейтрально,['Cryptogram']
знать найти книга,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
давать посмотреть фильм сегодня идти кино сходить,Нейтрально,"[""It's okay.""]"
знать сумка её видеть,Нейтрально,['* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *']
извинить телефон разрядиться ты перезвонить,Нейтрально,"[""It's okay.""]"
мочь дорога забрать пакет булочка просто забыть,Нейтрально,"[""I don't know what to do.""]"
встречаться конференцзал,Нейтрально,['Crypto-indicator']
хотеть обсудить вы результат маркетинговый кампания,Нейтрально,"[""I don't know what to do.""]"
пожалуйста напомнить следующий встреча,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
нужно получить подтверждение клиент отправка окончательный проект,Нейтрально,"[""I don't know what to do.""]"
отправить отчёт проект формат pdf просить пожалуйста проверить дать знать какиелибо вопрос,Нейтрально,"[""I don't know what to do.""]"
спасибо информация передать команда разработчик рассмотреть возможность,Нейтрально,['Kryptoptopath ynfrufta opéktabah kohmtainna da unahnubräbrätpyk unaccostébratga']
пожалуйста прислать презентация завтрашний день,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
готовый встреча планироваться,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
данный момент идти план,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
мочь ты посоветовать пара интересный стать хотеть мочь встретиться завтра библиотека,Нейтрально,"[""I don't know what to do.""]"
планировать писать влияние социальный сеть современный искусство ты это интересно,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
спасибо это очень помочь ты завтра всё вернуть,Нейтрально,"['Spaghetti, guys.']"
конспект лекция история искусство удаться попасть занятие,Нейтрально,['♪ Conscript ♪ ♪ Forensics ♪ ♪ Forensics ♪ ♪ Forensics ♪']
извинить мочь ты помочь сегодня дело,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
хотеть записаться семинар место занятый,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
быть аудитория приходить хотеть,Нейтрально,"[""It's okay.""]"
задание история нужно найти информация архив,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
нужно купить новый телефон старый работать,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
планировать поехать отпуск море следующий месяц очень ждать,Нейтрально,"[""I don't know what to do.""]"
добрый день мочь уточнить время встреча,Нейтрально,"[""It's okay.""]"
проект двигаться график всё пока порядок,Нейтрально,"[""I don't know what to do.""]"
посмотреть отчёт поздний время пока видеть критичный,Нейтрально,['Opostobrétga opopodpubrétga opodpublica opoka licetga criptypnynu.']
особый новость пока всё идти план предполагать,Нейтрально,"['Oh, okay, okay, okay, okay, okay, okay, okay, okay, okay.']"
работа выполнить срок существенный отклонение,Нейтрально,"[""It's okay.""]"
целое всё идти план казаться двигаться вперёд,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
сегодня насыщенный день завершить запланировать дело расслабиться немного отдохнуть завтра предстоять новый день нетерпение ждать новый задача,Нейтрально,"[""I don't know what to do.""]"
сегодня решить ранний закончить дело оставаться время отдых план особенный просто спокойный вечер надеяться всё успеть завершить,Нейтрально,"[""I don't know what to do with you, but I don't know what to do.""]"
утром посмотреть прогноз погода узнать неделя обещать дождь пока погода слишком холодный это радовать главное сильный ветер,Нейтрально,"[""It's okay.""]"
завтра нужно забрать документ офис встретиться коллега план вечер свободный время оставаться заняться чемтый дом,Нейтрально,"[""It's okay.""]"
сегодня офис встреча который обсуждать текущий задача вроде идти график планироваться основный обсуждение пройти пятница,Нейтрально,"[""I don't know what to do.""]"
неделя предстоять отчёт начать он готовиться особый сложность должный просто стандартный проверка данные отправить нужный документ вовремя,Нейтрально,"[""I don't want you to know that I want you to know.""]"
улица заметно похолодать приходиться надевать слой одежда пока готовый полностью зима потихоньку привыкать надеяться снег выпасть поздний,Нейтрально,"[""It's okay.""]"
вчера зайти магазин увидеть пара вещь который давно хотеть приобрести скидка поэтому пока отложить покупка возможно поздний цена быть хороший,Нейтрально,"[""I don't know what to do.""]"
вечером решить прогуляться район улица стать немного пустой осень всё внести свой корректив думать выходной погулять,Нейтрально,"[""I don't know what to do with you, but I don't know what to do.""]"
сегодня утром забыть ключ дом прийтись возвращаться они немного выбиться графика быстро справиться главное важный пропустить,Нейтрально,"[""I don't know what to do.""]"
собираться следующий неделя встретиться друг работа давно общаться вживую переписываться думать хороший вечер особый план,Нейтрально,"[""I don't know what to do.""]"
вчера вечером смотреть фильм который давно хотеть посмотреть сюжет интересный немного затянутый,Нейтрально,"[""It's okay, it's okay.""]"
завтра планировать зайти новый ресторан рядом офис нормально рассказать,Нейтрально,"[""I don't know what to do.""]"
выходной думать поехать город давно хотеть выбраться природа просто погулять отдохнуть,Нейтрально,"['Whoa, whoa, whoa, whoa!']"
сегодня магазин видеть новый кофе который недавно появиться думать стоить попробовать оказаться хороший,Нейтрально,"[""I don't know what to do.""]"
успеть заказать билет недавно говорить ещё решиться,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
неделя работа идти спокойно задача привычный новый пока добавлять,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
выходной просто отдыхать никуда выходить погода както особо располагать прогулка,Нейтрально,['♪ Oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo']
сегодня получить уведомление посылка прийти завтра заехать забрать путь,Нейтрально,"[""I don't know what to do.""]"
пробовать чтонибыть новый сериал думать начать чтоть мочь выбрать,Нейтрально,"[""I don't know what to do.""]"
вчера готовить чтоть новый рецепт вроде получиться нормально улучшить,Нейтрально,"[""I don't know what to do.""]"
пытаться зайти аккаунт проходить авторизация логин пароль точно правильный,Нейтрально,"[""I don't know what to do.""]"
отображаться ошибка заходить настройка профиль появиться сегодня,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
пожалуйста уточнить восстановить доступ помнить ответ секретный вопрос,Нейтрально,"['The question is which person will be asked who will be present, who will be present, who will be present.']"
мочь узнать завершиться технический работа нужно срочно войти система,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
получаться обновить дать личный кабинет ранний всё работать проблема,Нейтрально,"[""I don't know what to do.""]"
нужно изменить номер телефон профиль порядок действие,Нейтрально,['nimmino yudménublicap naophiep ptélophon prnopofträn propophrälgav opoponk devéctbudiae']
видеть уведомление ошибка оплата попробовать несколько карта помогать,Нейтрально,"[""I don't know what to do.""]"
снова использовать функция перевод недоступный,Нейтрально,"[""Kennedy, I don't know what to do.""]"
хотеть уточнить отменить заявка сайт опция почемуть видно,Нейтрально,"[""I don't know what to do.""]"
мочь прийти встреча сегодня дело обязательно связаться ты завтра,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
давать встретиться следующий неделя ты вариант быть свободный вторник обед,Нейтрально,"[""It's okay.""]"
извинить смочь приехать мочь взять отпуск это время следующий обязательно приехать,Нейтрально,"[""It's okay.""]"
мочь говорить очень дело позвонить поздний,Нейтрально,['ELEVENTH RELATIONSHIP WITH ISLAND DISAPPEARANCES']
постараться перезвонить скорее,Нейтрально,['opoctactaback prée-a-o-o-o-o-o-o-o-o-o-o-o-o-o-o-e']
понять перезвонить поздний,Нейтрально,['opónektga préeurea-oníbutg opodjnublish']
посмотреть сделать,Нейтрально,['opoccommitteetta cc envELATD']
передавать ваш запрос коллега,Нейтрально,['PREVERADATGAHOK OkOPROC COLEDEATA']
записать ваш дать,Нейтрально,"[""I don't know what to do.""]"
сегодня встреча коллега обсуждать план следующий месяц пройти спокойно конфликт,Нейтрально,"[""Cool, I don't know what to do, but I don't know what to do.""]"
выходной собираться пойти магазин нужно купить продукт коечто дом список покупка надеяться наличие,Нейтрально,"[""I don't know what to do.""]"
слышать сегодня погода хороший улица тепло солнечно планировать немного прогуляться возможно сделать пара снимок,Нейтрально,"[""I don't know what to do with you, but I don't know what to do.""]"
вчера посмотреть новый эпизод сериал слишком интересный скучный такой серия бывать довольно расслаблять просто приятный способ провести время,Нейтрально,"[""I don't know what to do with you, but I don't know what to do.""]"
завтра офис презентация надеяться пройти гладко подготовить свой слайд заранее важно вовлечь процесс,Нейтрально,"[""I don't know what to do.""]"
школа идти нормально ребёнок достаточно домашний задание неделя проверить справляться учёба,Нейтрально,"[""I don't know what to do.""]"
следующий неделя отпуск решить просто отдохнуть дом пожалуй посмотреть несколько фильм почитать книга это хороший смена обстановка,Нейтрально,"[""I don't know what to do.""]"
планировать поехать дача выходной нужно немного поработать сад забыть взять себя инструмент надеяться погода хороший,Нейтрально,"[""I don't know what to do.""]"
вечером собираться почитать книга несколько интересный вариант это помочь расслабиться рабочий день надеяться смочь найти время чтение,Нейтрально,"[""It's okay.""]"
сегодня офис довольно тихо,Нейтрально,"['♪ Season 1, Episode 2, Episode 2. ♪']"
дело попрежний,Нейтрально,"[""I don't know what to do.""]"
выходной планировать остаться дом,Нейтрально,"['Whoa, whoa, whoa, whoa!']"
магазин нужный товар,Нейтрально,['SECRETARY-GENERAL']
скоро встреча команда проект,Нейтрально,"['Hoophoo, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans.']"
пройти твой неделя лично особенный,Нейтрально,"[""I don't know what to do.""]"
погода сегодня обычный изменение,Нейтрально,['opountoda ceongodny objectoni yudsménión']
завтра запланировать встреча клиент,Нейтрально,"[""I don't know what to do.""]"
нужно проверить почта поздний,Нейтрально,['ENUMINO PRPRODERITGATA opoppta opodNDNUDIATION']
закончить проект ждать обратный связь команда,Нейтрально,"[""I don't know what to do.""]"
погода сегодня очень хороший это нормально время год,Нейтрально,"[""I don't know what to do.""]"
завтра провести встреча просто обсудить текущий дело,Нейтрально,"[""I don't know what to do.""]"
работа идти расписание никакой задержка пока,Нейтрально,"[""It's okay.""]"
нужно отправить отчёт конец день это занять время,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
пройти твой день порядок примечательный,Нейтрально,"['Plus, click, click, click, click.']"
просто звонить проверить статус мой запрос,Нейтрально,"[""I don't know what to do.""]"
мочь рассказать процедура обновление программный обеспечение,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
номер мой обращение техподдержка,Нейтрально,['ENOOHEVER OF TRANSATORS OF TRANSATORS OF TRANSLATORS OF TRANSATORS']
нужный помощь настройка мочь объяснить это сделать,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
мочь подтвердить аккаунт активный,Нейтрально,['ELEVENTH REFERENCE TO DISCONTINUED DISCONTINUES']
долго обычно занимать решение проблема,Нейтрально,"[""I don't know what to do.""]"
особенный просто интересоваться ваш новый услуга,Нейтрально,"[""Oh, I don't know what to do, but I don't know what to do.""]"
сколько время потребоваться ответ запрос,Нейтрально,"['chovlackao à préhér, opobpébebabababcy obthaeboc']"
мочь уточнить деталь мой подписка,Нейтрально,['ELEVENTH COMMUNICATION']
проверять какиеть новость мой дело,Нейтрально,"[""I don't know what to do.""]"
спасибо позвонить техподдержка мочь помочь ваш запрос сегодня,Нейтрально,['placbybo plopoh do look lock lock loke lock lock locklock']
ваш обращение зарегистрировать пожалуйста ожидать обработать близкий время,Нейтрально,"[""I don't know what to do.""]"
проверить ваш информация момент пожалуйста это занять несколько секунда,Нейтрально,"[""I don't know what to do.""]"
мочь уточнить именно проблема беспокоить мочь помочь быстрый,Нейтрально,"[""I don't want you to know that I don't want any of them to be like you.""]"
начало нужно ваш имя номер аккаунт мочь получить доступ ваш информация,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
спасибо ожидание небольшой загруженность обязательно ответить скорее,Нейтрально,"['Spaghetti, guys, guys.']"
пожалуйста дать знать дополнительный вопрос этот повод,Нейтрально,['opommahtbah pabotta zonabtah do opopopopopopopopopoponybotonona aubtobot opopokobod opopobod']
отправить ваш запрос соответствовать отдел связаться вы течение час,Нейтрально,"[""I don't know what to do, but I don't know what to do.""]"
ваш запрос обработать течение несколько рабочий день уведомить результат,Нейтрально,"[""I don't know what to do.""]"
нужный помощь чемтый стесняться обращаться мы любой время,Нейтрально,"[""I don't know what to do, but I don't want you to do it.""]"
здравствуйте позвонить техподдержка мочь помочь сегодня пожалуйста описать ваш проблема подробно мочь быстрый найти решение,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
спасибо обратиться наш служба поддержка ваш вопрос важный постараться помочь быстрый пожалуйста ожидать линия,Нейтрально,"['Spaghetti, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay.']"
проверить ваш информация система момент пожалуйста дополнительный деталь проблема это помочь ускорить процесс,Нейтрально,"[""I don't know what to do.""]"
пожалуйста подтвердить мочь слышать испытывать проблема подключение попробовать перезагрузить устройство смочь продолжить разговор,Нейтрально,"[""I don't know what to do.""]"
ваш запрос зарегистрировать работать решение получить уведомление электронный почта обработать спасибо терпение,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
очень жаль столкнуться проблема данный момент это единственный мочь сделать пожалуйста повышать голос это помочь решить ситуация,Нейтрально,"[""I don't know what to do with you, but I don't know what to do.""]"
понимать расстроить ваш угроза ускорить процесс давать сосредоточиться решение проблема эмоция пожалуйста,Нейтрально,"[""I don't know what to do.""]"
понимать ожидать больший делать всё возможный,Нейтрально,['Oponíbligtbattah origidabtg GBOOLGAGADIADIATOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTOTO:']
пожалуйста дать возможность решить проблема посмотреть сделать,Нейтрально,['Oromma-a-a-y-a-a-a-a-a-a']
прежде давать проверить сделать убедиться правильно ввести дать,Нейтрально,"['Plus, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm.']"
пожалуйста перезагрузить ваш устройство попробовать снова проблема исправиться обратиться инструкция пользователь позвонить мы снова,Нейтрально,"[""I don't know what to do.""]"
сначала давать проверить последний версия программный обеспечение установить мочь попробовать другой решение,Нейтрально,"[""I don't know what to do.""]"
давать попробовать вместе решить проблема сначала давать проверить правильно настроить параметр подключение проблема исправиться мочь попробовать другой решение,Нейтрально,"[""It's okay.""]"
сожаление мочь помочь решение проблема пожалуйста обратиться инструкция пользователь позвонить снова информация,Нейтрально,"[""I don't know what to do.""]"
посмотреть сделать,Нейтрально,['opoccommitteetta cc envELATD']
записать ваш дать спасибо звонок,Нейтрально,"[""I don't know what to do.""]"
алло хотеть узнать ваш услуга,Нейтрально,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
интересовать ваш услуга уборка,Нейтрально,"[""It's okay.""]"
хотеть забирать,Нейтрально,['yoTGAD yaburibráTG']
интересовать ваш услуга доставка,Нейтрально,"[""It's okay.""]"
сказать пожалуйста мочь сделать заказ,Нейтрально,"['Kha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha, ha']"
